45 5 167 13 67 5 100 89 93 56 83 46 90
46 5 120 14 80 6 68 35 100 26 90 69 41
47 5 219 86 19 26 6 69 27 8 85 85 87
48 5 226 71 85 92 23 77 82 8 88 35 85
49 5 173 40 68 93 16 46 49 12 90 26 86
50 5 256 80 56 21 99 75 14 87 53 58 50
51 5 216 89 7 52 50 34 75 48 77 48 91
52 5 196 79 96 26 5 48 7 51 1 41 12
53 5 231 13 68 66 1 70 4 43 90 97 95
54 5 147 93 97 69 71 3 34 5 89 14 70
55 5 276 78 35 85 30 43 93 64 48 76 35
56 5 242 98 6 54 76 51 83 60 88 40 98
57 5 282 73 67 95 11 44 94 73 59 68 18
58 5 241 68 14 76 91 28 42 69 31 61 41
59 5 211 35 27 21 65 64 83 85 3 59 86
60 5 210 32 48 69 89 80 26 49 12 33 43
61 5 171 49 97 38 13 69 41 14 63 44 8
62 5 206 30 33 99 25 14 16 72 58 43 53
63 5 240 32 38 92 56 98 28 27 32 52 14
64 5 270 87 98 95 23 84 10 41 80 31 39
65 5 207 46 19 19 17 72 55 83 73 39 74
66 5 115 12 12 28 50 2 68 78 85 24 6
67 5 236 61 20 89 81 60 52 53 48 32 87
68 5 189 62 49 59 95 19 32 10 42 87 68
69 5 196 25 21 85 9 49 70 72 4 15 59
70 5 183 68 13 70 56 80 30 9 36 2 81
71 5 232 34 26 64 12 89 93 85 26 18 41
72 5 188 7 74 39 24 58 15 34 40 98 96
73 5 188 56 53 98 85 6 67 32 85 43 70
74 5 263 20 17 75 53 85 2 65 51 84 97
75 5 164 12 87 75 6 2 39 22 48 94 42
76 5 113 54 67 9 23 3 66 61 96 15 57
77 5 162 60 16 51 84 67 44 11 14 14 46
78 5 113 16 80 27 87 5 81 54 53 40 59
79 5 172 41 31 88 39 17 89 1 39 68 88
80 5 243 89 48 17 2 91 1 53 25 54 44
81 5 161 20 90 28 30 69 52 2 35 83 89
82 5 185 5 53 17 94 76 91 62 83 72 60
83 5 129 5 34 13 10 79 38 30 30 35 21
84 5 276 89 48 81 88 7 71 94 61 74 91
85 5 289 76 62 92 37 72 33 68 19 54 26
86 5 240 54 30 50 62 74 19 29 63 94 9
87 5 230 37 28 76 66 68 39 73 52 34 56
88 5 267 47 72 37 89 100 60 99 7 51 91
89 5 196 31 46 69 56 38 92 49 54 59 1
90 5 232 45 82 86 55 34 24 37 91 89 13
91 5 205 66 11 63 40 4 34 79 42 45 97
92 5 238 33 88 46 13 61 65 97 13 61 5
93 5 175 15 1 53 91 63 2 3 94 85 74
94 5 171 9 42 7 48 20 91 94 85 84 7
95 5 196 77 47 48 40 5 96 98 44 17 93
96 5 179 13 83 81 22 56 100 50 7 24 71
97 5 208 86 37 35 66 44 26 54 46 42 49
98 5 194 85 29 43 78 22 30 44 31 49 96
99 5 230 59 73 32 82 48 42 56 4 93 60
100 5 202 81 44 19 56 77 73 16 87 60 20
101 5 221 6 31 93 45 70 26 10 49 98 57
102 5 238 70 1 11 13 77 19 61 15 79 53
103 5 177 78 50 23 17 98 88 10 67 13 93
104 5 179 51 95 55 51 31 77 38 89 49 9
105 5 158 10 33 40 97 59 71 4 43 85 6
106 5 236 49 76 82 42 90 65 63 41 11 77
107 5 256 67 8 75 49 36 84 51 18 91 19
108 5 288 86 73 40 87 74 3 71 48 90 81
109 5 203 31 10 80 25 83 36 15 64 45 59
110 5 113 5 13 81 10 18 41 4 64 34 98
111 5 195 85 82 38 47 13 76 93 62 15 17
112 5 163 51 11 11 55 33 76 69 79 40 68
113 5 236 95 85 54 81 95 22 2 51 49 89
114 5 286 90 16 89 89 44 71 87 30 48 19
115 5 310 73 74 99 75 53 44 76 12 87 7
116 5 196 59 2 51 19 43 50 74 4 19 94
117 5 266 31 32 63 54 48 35 96 84 95 26
118 5 218 50 98 31 28 75 18 40 49 77 29
119 5 179 98 37 5 94 39 58 75 40 7 100
120 5 255 55 64 79 93 82 99 57 79 46 71
121 5 183 69 63 81 24 9 65 30 12 40 63
122 5 119 10 49 47 58 49 51 28 69 15 62
123 5 161 20 45 11 60 39 75 84 96 48 75
124 5 176 63 54 48 93 77 10 29 36 3 42
125 5 153 50 77 12 31 4 66 38 92 88 7
126 5 144 1 12 69 54 34 34 8 28 68 67
127 5 177 40 82 58 37 65 46 27 19 32 22
128 5 159 11 22 64 21 14 28 78 86 32 77
129 5 50 5 90 4 2 3 52 23 49 28 12
130 5 217 16 9 46 63 45 2 67 43 98 59
131 5 152 44 29 72 74 45 19 10 37 20 96
132 5 230 93 54 62 12 55 59 37 7 41 50
133 5 262 35 9 61 72 46 92 99 49 87 52
134 5 302 79 13 67 66 72 3 88 23 72 94
135 5 148 66 99 16 5 58 95 3 80 43 21
136 5 218 77 75 20 49 95 10 41 85 40 30
137 5 187 43 61 31 13 77 39 62 9 21 19
138 5 135 41 97 76 65 10 1 3 1 39 33
139 5 123 11 61 22 33 98 34 3 20 20 23
140 5 148 39 51 6 70 14 41 72 60 55 7
141 5 228 75 96 17 11 33 29 90 28 70 48
142 5 168 33 41 97 68 9 83 16 9 55 40
143 5 249 78 34 81 35 1 35 69 86 83 6
144 5 208 20 30 25 34 86 32 33 25 96 6
145 5 217 18 68 58 50 40 87 71 25 85 72
146 5 274 72 86 95 35 86 98 9 100 81 51
147 5 245 9 89 90 19 58 41 90 64 60 56
148 5 228 15 52 89 44 42 59 98 52 41 51
149 5 144 12 39 9 84 82 17 64 26 13 45
150 5 249 16 96 77 89 73 45 85 22 61 92
151 5 209 35 46 56 2 79 34 31 30 61 73
152 5 228 96 37 94 73 54 33 18 52 24 95
153 5 116 28 87 33 70 25 49 25 21 35 84
154 5 197 1 99 32 86 29 77 85 73 100 74
155 5 167 17 2 28 42 80 75 4 97 80 67
156 5 250 88 22 99 96 75 79 47 23 4 96
157 5 258 31 46 75 32 54 42 94 63 69 86
158 5 147 45 2 86 48 48 29 4 71 1 77
159 5 192 25 6 16 28 40 4 96 83 64 45
160 5 185 1 83 66 46 94 36 1 46 70 11
161 5 173 32 97 55 38 34 79 54 57 42 30
162 5 223 5 12 93 81 56 41 81 95 44 72
163 5 283 56 63 88 48 43 84 95 59 72 74
164 5 204 12 17 18 49 91 69 55 24 79 1
165 5 160 15 47 53 73 66 71 59 1 7 33
166 5 256 76 42 23 95 98 89 68 48 56 96
167 5 200 50 49 56 52 40 56 96 15 9 62
168 5 272 81 57 28 49 86 22 70 55 75 99
169 5 118 73 98 1 43 33 77 26 38 15 14
170 5 172 57 48 15 34 48 38 3 94 93 13
171 5 252 83 98 50 56 59 65 69 74 55 2
172 5 269 38 47 86 82 87 43 91 87 35 70
173 5 200 73 87 25 91 84 81 46 85 23 90
174 5 185 98 58 41 81 17 16 69 67 7 93
175 5 259 77 93 100 30 11 25 79 69 57 53
176 5 266 85 60 58 31 100 4 24 28 66 100
177 5 183 8 100 78 70 13 45 72 48 58 84
178 5 280 78 29 53 88 90 55 71 55 59 48
179 5 239 55 72 44 8 93 36 39 49 68 36
180 5 299 70 69 50 88 79 79 78 32 97 44
181 5 187 43 46 3 63 40 58 86 11 62 30
182 5 152 35 86 15 32 27 9 36 81 77 8
183 5 248 49 21 75 72 31 3 71 34 84 39
184 5 268 100 48 72 35 47 10 92 9 24 20
185 5 185 69 32 96 100 1 31 18 68 48 66
186 5 231 47 52 42 78 73 12 70 80 57 38
187 5 156 16 30 10 73 66 43 97 90 6 15
188 5 219 22 36 30 69 91 15 37 63 94 50
189 5 203 30 4 82 56 53 78 49 7 40 19
190 5 198 63 19 34 7 39 37 61 93 51 43
191 5 111 3 41 78 17 36 12 11 42 11 4
192 5 276 63 41 69 65 55 4 89 43 69 77
193 5 172 16 6 56 54 13 1 57 16 74 26
194 5 199 24 57 97 19 77 27 42 21 9 70
195 5 182 79 70 68 70 1 2 62 17 18 57
196 5 185 38 81 61 75 10 98 51 21 72 33
197 5 254 85 10 64 18 81 12 23 63 65 38
198 5 173 98 21 39 31 16 96 43 83 21 24
199 5 277 61 30 83 88 94 81 72 53 37 43
200 5 190 82 17 78 96 22 27 24 16 32 19
201 5 34 11 25 14 27 8 84 3 41 7 5
202 5 219 57 68 78 88 42 92 26 22 71 36
203 5 214 4 5 66 86 51 25 88 79 59 72
204 5 233 63 44 31 36 87 94 21 41 90 49
205 5 212 83 50 9 63 38 87 48 88 88 65
206 5 150 32 65 20 11 90 50 34 8 12 77
207 5 158 16 52 4 68 72 20 93 33 13 76
208 5 201 41 73 19 71 3 8 95 53 94 69
209 5 166 5 40 94 43 54 29 15 91 40 99
210 5 155 92 65 9 98 42 44 2 40 49 89
211 5 177 28 31 65 74 56 12 39 93 34 95
212 5 296 96 36 45 29 75 100 84 44 71 68
213 5 115 8 1 16 97 19 48 51 28 50 73
214 5 244 31 21 99 52 68 74 77 22 31 14
215 5 208 71 38 20 65 69 60 41 91 59 33
216 5 147 74 52 87 18 13 32 5 48 5 99
217 5 180 13 94 29 31 90 24 5 32 88 66
218 5 237 67 84 29 60 59 26 65 24 77 91
219 5 253 84 43 51 26 58 20 60 42 64 64
220 5 178 69 78 43 44 20 44 80 22 11 14
221 5 192 72 69 22 72 54 49 14 87 79 45
222 5 172 15 73 66 95 67 53 5 57 62 48
223 5 305 86 63 94 70 89 67 50 88 63 97
224 5 261 75 56 96 53 35 1 76 13 45 55
225 5 208 8 28 44 89 36 54 86 18 86 64
226 5 183 26 23 11 43 31 6 65 51 96 17
227 5 188 54 99 84 13 16 28 35 32 47 6
228 5 155 30 83 13 97 8 55 55 48 88 29
229 5 224 80 82 47 1 87 43 43 51 23 10
230 5 213 70 16 79 80 57 52 41 72 20 5
231 5 216 21 37 81 54 78 33 86 4 5 44
232 5 149 20 44 7 77 82 88 63 65 15 3
233 5 233 85 74 95 6 81 9 6 100 25 70
234 5 96 18 78 50 32 24 26 2 33 27 64
235 5 155 95 71 12 61 26 24 57 36 4 72
236 5 271 85 93 30 76 53 29 93 34 78 81
237 5 207 86 78 44 80 14 43 86 46 29 14
238 5 154 36 22 55 9 85 52 1 86 16 72
239 5 193 77 14 72 86 43 40 11 14 39 3
240 5 187 54 64 61 51 64 18 47 37 8 37
241 5 272 94 37 46 38 76 21 50 94 74 3
242 5 230 65 36 59 48 93 52 60 73 11 77
243 5 180 38 40 16 84 67 9 74 7 31 14
244 5 215 57 88 28 76 79 54 92 61 13 65
245 5 221 12 36 88 28 94 100 54 93 29 92
246 5 262 31 83 31 29 92 51 84 71 90 63
247 5 131 3 24 30 56 51 16 12 34 68 27
248 5 192 24 96 64 60 94 68 26 66 33 17
249 5 268 65 72 19 94 84 2 84 41 84 99
250 5 113 17 42 41 16 2 40 6 83 76 61
